"","celltype"
"cell_47874","Pharyngeal mesoderm"
"cell_47875","Epiblast"
"cell_47876","ExE ectoderm"
"cell_47877","Blood progenitors 2"
"cell_47878","Primitive Streak"
"cell_47879",NA
"cell_47880","Caudal epiblast"
"cell_47881","ExE ectoderm"
"cell_47882","Mesenchyme"
"cell_47883","ExE endoderm"
"cell_47884","ExE endoderm"
"cell_47885","Def. endoderm"
"cell_47886",NA
"cell_47887","ExE ectoderm"
"cell_47888","ExE mesoderm"
"cell_47889","ExE ectoderm"
"cell_47890",NA
"cell_47891",NA
"cell_47892","Caudal epiblast"
"cell_47893","ExE endoderm"
"cell_47894","Mixed mesoderm"
"cell_47895","Paraxial mesoderm"
"cell_47896",NA
"cell_47897","Haematoendothelial progenitors"
"cell_47898","ExE endoderm"
"cell_47899",NA
"cell_47900",NA
"cell_47901","Caudal epiblast"
"cell_47902","Primitive Streak"
"cell_47903","Rostral neurectoderm"
"cell_47904","ExE endoderm"
"cell_47905","ExE endoderm"
"cell_47906","Def. endoderm"
"cell_47907","ExE ectoderm"
"cell_47908","Blood progenitors 2"
"cell_47909","Rostral neurectoderm"
"cell_47910","ExE ectoderm"
"cell_47911","ExE endoderm"
"cell_47912",NA
"cell_47913","Blood progenitors 1"
"cell_47914","Mixed mesoderm"
"cell_47915","Def. endoderm"
"cell_47916","Mesenchyme"
"cell_47917","PGC"
"cell_47918","Def. endoderm"
"cell_47919","Mesenchyme"
"cell_47920","ExE ectoderm"
"cell_47921","Nascent mesoderm"
"cell_47922","ExE ectoderm"
"cell_47923","Epiblast"
"cell_47924","ExE endoderm"
"cell_47925","Rostral neurectoderm"
"cell_47926",NA
"cell_47927","Caudal Mesoderm"
"cell_47928","ExE endoderm"
"cell_47929","Paraxial mesoderm"
"cell_47930","ExE ectoderm"
"cell_47931","Mixed mesoderm"
"cell_47932","Blood progenitors 1"
"cell_47933","Notochord"
"cell_47934","Haematoendothelial progenitors"
"cell_47935","Rostral neurectoderm"
"cell_47936",NA
"cell_47937","Intermediate mesoderm"
"cell_47938","ExE endoderm"
"cell_47939","ExE ectoderm"
"cell_47940","Blood progenitors 2"
"cell_47941","Haematoendothelial progenitors"
"cell_47942","ExE endoderm"
"cell_47943","Somitic mesoderm"
"cell_47944",NA
"cell_47945","ExE endoderm"
"cell_47946","Rostral neurectoderm"
"cell_47947","ExE endoderm"
"cell_47948","Nascent mesoderm"
"cell_47949","Epiblast"
"cell_47950","PGC"
"cell_47951","Mesenchyme"
"cell_47952",NA
"cell_47953","Mesenchyme"
"cell_47954","Epiblast"
"cell_47955","Epiblast"
"cell_47956","ExE endoderm"
"cell_47957","ExE endoderm"
"cell_47958","ExE mesoderm"
"cell_47959",NA
"cell_47960","Rostral neurectoderm"
"cell_47961","Epiblast"
"cell_47962","Visceral endoderm"
"cell_47963","Paraxial mesoderm"
"cell_47964","Nascent mesoderm"
"cell_47965","ExE endoderm"
"cell_47966","Rostral neurectoderm"
"cell_47967","Caudal epiblast"
"cell_47968","Intermediate mesoderm"
"cell_47969",NA
"cell_47970","Gut"
"cell_47971","Visceral endoderm"
"cell_47972","Epiblast"
"cell_47973","ExE endoderm"
"cell_47974",NA
"cell_47975","Blood progenitors 1"
"cell_47976",NA
"cell_47977","Intermediate mesoderm"
"cell_47978","Rostral neurectoderm"
"cell_47979",NA
"cell_47980","Def. endoderm"
"cell_47981","Rostral neurectoderm"
"cell_47982","Rostral neurectoderm"
"cell_47983","Def. endoderm"
"cell_47984","Epiblast"
"cell_47985","Primitive Streak"
"cell_47986","Primitive Streak"
"cell_47987",NA
"cell_47988","Mesenchyme"
"cell_47989","Mixed mesoderm"
"cell_47990","Mixed mesoderm"
"cell_47991","ExE mesoderm"
"cell_47992","ExE ectoderm"
"cell_47993","Mesenchyme"
"cell_47994","Gut"
"cell_47995","Rostral neurectoderm"
"cell_47996","Gut"
"cell_47997","Def. endoderm"
"cell_47998","Primitive Streak"
"cell_47999","Epiblast"
"cell_48000",NA
"cell_48001","ExE endoderm"
"cell_48002",NA
"cell_48003","Rostral neurectoderm"
"cell_48004","Nascent mesoderm"
"cell_48005","ExE endoderm"
"cell_48006","Rostral neurectoderm"
"cell_48007","ExE ectoderm"
"cell_48008","ExE ectoderm"
"cell_48009","Nascent mesoderm"
"cell_48010",NA
"cell_48011","Epiblast"
"cell_48012","ExE endoderm"
"cell_48013","Primitive Streak"
"cell_48014","ExE ectoderm"
"cell_48015","Rostral neurectoderm"
"cell_48016","Rostral neurectoderm"
"cell_48017","Nascent mesoderm"
"cell_48018","ExE endoderm"
"cell_48019","Mixed mesoderm"
"cell_48020",NA
"cell_48021","Nascent mesoderm"
"cell_48022","Rostral neurectoderm"
"cell_48023","Epiblast"
"cell_48024","ExE ectoderm"
"cell_48025","ExE ectoderm"
"cell_48026",NA
"cell_48027","Primitive Streak"
"cell_48028","Rostral neurectoderm"
"cell_48029","ExE ectoderm"
"cell_48030","Mesenchyme"
"cell_48031",NA
"cell_48032","Primitive Streak"
"cell_48033","Caudal neurectoderm"
"cell_48034","Haematoendothelial progenitors"
"cell_48035","Epiblast"
"cell_48036","Caudal Mesoderm"
"cell_48037","Rostral neurectoderm"
"cell_48038","ExE ectoderm"
"cell_48039","Caudal epiblast"
"cell_48040","Rostral neurectoderm"
"cell_48041","Caudal neurectoderm"
"cell_48042","Primitive Streak"
"cell_48043","Rostral neurectoderm"
"cell_48044","ExE ectoderm"
"cell_48045","Caudal neurectoderm"
"cell_48046","ExE mesoderm"
"cell_48047","ExE ectoderm"
"cell_48048",NA
"cell_48049","Gut"
"cell_48050","ExE ectoderm"
"cell_48051",NA
"cell_48052","Epiblast"
"cell_48053",NA
"cell_48054",NA
"cell_48055","Mesenchyme"
"cell_48056","Rostral neurectoderm"
"cell_48057","Blood progenitors 2"
"cell_48058","ExE ectoderm"
"cell_48059","Caudal epiblast"
"cell_48060","Blood progenitors 1"
"cell_48061","ExE ectoderm"
"cell_48062","Intermediate mesoderm"
"cell_48063","ExE ectoderm"
"cell_48064","Primitive Streak"
"cell_48065","Intermediate mesoderm"
"cell_48066","ExE endoderm"
"cell_48067","Rostral neurectoderm"
"cell_48068","ExE endoderm"
"cell_48069",NA
"cell_48070","Blood progenitors 2"
"cell_48071",NA
"cell_48072","ExE ectoderm"
"cell_48073","Notochord"
"cell_48074","ExE ectoderm"
"cell_48075","ExE endoderm"
"cell_48076","Mixed mesoderm"
"cell_48077","Epiblast"
"cell_48078","Def. endoderm"
"cell_48079","ExE ectoderm"
"cell_48080","Haematoendothelial progenitors"
"cell_48081","Epiblast"
"cell_48082","ExE endoderm"
"cell_48083","ExE endoderm"
"cell_48084","ExE endoderm"
"cell_48085","ExE endoderm"
"cell_48086","Nascent mesoderm"
"cell_48087","ExE ectoderm"
"cell_48088","Mixed mesoderm"
"cell_48089","Epiblast"
"cell_48090","Primitive Streak"
"cell_48091",NA
"cell_48092",NA
"cell_48093","Epiblast"
"cell_48094","Mixed mesoderm"
"cell_48095",NA
"cell_48096","Paraxial mesoderm"
"cell_48097","Caudal Mesoderm"
"cell_48098","Mesenchyme"
"cell_48099",NA
"cell_48100","ExE endoderm"
"cell_48101","Intermediate mesoderm"
"cell_48102",NA
"cell_48103","Mesenchyme"
"cell_48104","Primitive Streak"
"cell_48105","Epiblast"
"cell_48106","Nascent mesoderm"
"cell_48107","Rostral neurectoderm"
"cell_48108",NA
"cell_48109","Epiblast"
"cell_48110","Mixed mesoderm"
"cell_48111","Rostral neurectoderm"
"cell_48112","Anterior Primitive Streak"
"cell_48113","ExE endoderm"
"cell_48114","Nascent mesoderm"
"cell_48115","Epiblast"
"cell_48116","Mixed mesoderm"
"cell_48117","Nascent mesoderm"
"cell_48118","Rostral neurectoderm"
"cell_48119","ExE endoderm"
"cell_48120",NA
"cell_48121",NA
"cell_48122","Caudal Mesoderm"
"cell_48123","ExE ectoderm"
"cell_48124","Nascent mesoderm"
"cell_48125","Epiblast"
"cell_48126","Gut"
"cell_48127","Epiblast"
"cell_48128","Mixed mesoderm"
"cell_48129","ExE ectoderm"
"cell_48130","ExE ectoderm"
"cell_48131","ExE endoderm"
"cell_48132","Mixed mesoderm"
"cell_48133","Nascent mesoderm"
"cell_48134","ExE ectoderm"
"cell_48135","Blood progenitors 2"
"cell_48136",NA
"cell_48137",NA
"cell_48138",NA
"cell_48139","ExE endoderm"
"cell_48140","ExE endoderm"
"cell_48141","Def. endoderm"
"cell_48142",NA
"cell_48143","ExE endoderm"
"cell_48144","ExE ectoderm"
"cell_48145",NA
"cell_48146","ExE endoderm"
"cell_48147",NA
"cell_48148",NA
"cell_48149","ExE ectoderm"
"cell_48150","Def. endoderm"
"cell_48151","Intermediate mesoderm"
"cell_48152","ExE ectoderm"
"cell_48153","ExE endoderm"
"cell_48154","Caudal epiblast"
"cell_48155","Nascent mesoderm"
"cell_48156","ExE ectoderm"
"cell_48157","Pharyngeal mesoderm"
"cell_48158","Blood progenitors 1"
"cell_48159",NA
"cell_48160","Blood progenitors 1"
"cell_48161","ExE endoderm"
"cell_48162","Rostral neurectoderm"
"cell_48163","Epiblast"
"cell_48164","ExE endoderm"
"cell_48165","Nascent mesoderm"
"cell_48166","Rostral neurectoderm"
"cell_48167","ExE ectoderm"
"cell_48168","Primitive Streak"
"cell_48169","Epiblast"
"cell_48170","ExE ectoderm"
"cell_48171","Caudal Mesoderm"
"cell_48172","Mixed mesoderm"
"cell_48173","Primitive Streak"
"cell_48174","Caudal Mesoderm"
"cell_48175","Visceral endoderm"
"cell_48176","Surface ectoderm"
"cell_48177","ExE endoderm"
"cell_48178",NA
"cell_48179","Caudal neurectoderm"
"cell_48180","Nascent mesoderm"
"cell_48181","Caudal epiblast"
"cell_48182","Caudal neurectoderm"
"cell_48183","Caudal epiblast"
"cell_48184","Nascent mesoderm"
"cell_48185","Nascent mesoderm"
"cell_48186","Epiblast"
"cell_48187","ExE endoderm"
"cell_48188","ExE ectoderm"
"cell_48189","ExE endoderm"
"cell_48190","Caudal epiblast"
"cell_48191","Caudal epiblast"
"cell_48192","ExE endoderm"
"cell_48193","Epiblast"
"cell_48194",NA
"cell_48195","Pharyngeal mesoderm"
"cell_48196","ExE endoderm"
"cell_48197",NA
"cell_48198","Pharyngeal mesoderm"
"cell_48199","Epiblast"
"cell_48200","Blood progenitors 1"
"cell_48201",NA
"cell_48202","Blood progenitors 1"
"cell_48203","ExE ectoderm"
"cell_48204","ExE endoderm"
"cell_48205","ExE endoderm"
"cell_48206","ExE endoderm"
"cell_48207",NA
"cell_48208","Mixed mesoderm"
"cell_48209","Intermediate mesoderm"
"cell_48210",NA
"cell_48211","Blood progenitors 1"
"cell_48212","ExE endoderm"
"cell_48213","Epiblast"
"cell_48214",NA
"cell_48215",NA
"cell_48216","ExE ectoderm"
"cell_48217","Intermediate mesoderm"
"cell_48218",NA
"cell_48219","Primitive Streak"
"cell_48220","ExE endoderm"
"cell_48221","Rostral neurectoderm"
"cell_48222","Mixed mesoderm"
"cell_48223","Primitive Streak"
"cell_48224","Rostral neurectoderm"
"cell_48225","ExE ectoderm"
"cell_48226","Rostral neurectoderm"
"cell_48227","Epiblast"
"cell_48228","Gut"
"cell_48229","Primitive Streak"
"cell_48230","Rostral neurectoderm"
"cell_48231","ExE ectoderm"
"cell_48232","Mixed mesoderm"
"cell_48233",NA
"cell_48234","Rostral neurectoderm"
"cell_48235","Mesenchyme"
"cell_48236","Surface ectoderm"
"cell_48237","ExE endoderm"
"cell_48238","Blood progenitors 2"
"cell_48239","Mixed mesoderm"
"cell_48240",NA
"cell_48241","ExE mesoderm"
"cell_48242",NA
"cell_48243","Mixed mesoderm"
"cell_48244",NA
"cell_48245",NA
"cell_48246","Rostral neurectoderm"
"cell_48247","Allantois"
"cell_48248","Blood progenitors 2"
"cell_48249","Mesenchyme"
"cell_48250","Mixed mesoderm"
"cell_48251","Surface ectoderm"
"cell_48252","Epiblast"
"cell_48253","ExE endoderm"
"cell_48254","Epiblast"
"cell_48255","ExE ectoderm"
"cell_48256","Mixed mesoderm"
"cell_48257",NA
"cell_48258","Mesenchyme"
"cell_48259","ExE endoderm"
"cell_48260","Nascent mesoderm"
"cell_48261","Rostral neurectoderm"
"cell_48262","Epiblast"
"cell_48263","Rostral neurectoderm"
"cell_48264","Mixed mesoderm"
"cell_48265","ExE ectoderm"
"cell_48266","ExE ectoderm"
"cell_48267",NA
"cell_48268","Rostral neurectoderm"
"cell_48269","Visceral endoderm"
"cell_48270","ExE ectoderm"
"cell_48271","Blood progenitors 2"
"cell_48272",NA
"cell_48273","Haematoendothelial progenitors"
"cell_48274","Primitive Streak"
"cell_48275","Blood progenitors 2"
"cell_48276","Mixed mesoderm"
"cell_48277","ExE endoderm"
"cell_48278","ExE endoderm"
"cell_48279","ExE endoderm"
"cell_48280","Intermediate mesoderm"
"cell_48281","Rostral neurectoderm"
"cell_48282","Mesenchyme"
"cell_48283","ExE ectoderm"
"cell_48284","ExE endoderm"
"cell_48285","ExE endoderm"
"cell_48286","Rostral neurectoderm"
"cell_48287","Rostral neurectoderm"
"cell_48288","Gut"
"cell_48289","Caudal neurectoderm"
"cell_48290",NA
"cell_48291","Epiblast"
"cell_48292","Def. endoderm"
"cell_48293","Rostral neurectoderm"
"cell_48294",NA
"cell_48295",NA
"cell_48296","Caudal epiblast"
"cell_48297",NA
"cell_48298","Rostral neurectoderm"
"cell_48299","Pharyngeal mesoderm"
"cell_48300",NA
"cell_48301","ExE ectoderm"
"cell_48302","Haematoendothelial progenitors"
"cell_48303","Epiblast"
"cell_48304","Nascent mesoderm"
"cell_48305","Blood progenitors 1"
"cell_48306","Primitive Streak"
"cell_48307","Mesenchyme"
"cell_48308","Haematoendothelial progenitors"
"cell_48309","Intermediate mesoderm"
"cell_48310","Primitive Streak"
"cell_48311","ExE mesoderm"
"cell_48312",NA
"cell_48313","Gut"
"cell_48314","Rostral neurectoderm"
"cell_48315","Primitive Streak"
"cell_48316","ExE ectoderm"
"cell_48317","ExE ectoderm"
"cell_48318","Gut"
"cell_48319","ExE endoderm"
"cell_48320","Nascent mesoderm"
"cell_48321","Intermediate mesoderm"
"cell_48322","ExE endoderm"
"cell_48323",NA
"cell_48324","Mesenchyme"
"cell_48325","ExE ectoderm"
"cell_48326","Rostral neurectoderm"
"cell_48327","Paraxial mesoderm"
"cell_48328","ExE ectoderm"
"cell_48329","Intermediate mesoderm"
"cell_48330","Epiblast"
"cell_48331","Rostral neurectoderm"
"cell_48332","Caudal epiblast"
"cell_48333",NA
"cell_48334",NA
"cell_48335","ExE ectoderm"
"cell_48336","Primitive Streak"
"cell_48337","Epiblast"
"cell_48338",NA
"cell_48339","ExE ectoderm"
"cell_48340","Def. endoderm"
"cell_48341",NA
"cell_48342","ExE ectoderm"
"cell_48343","Mixed mesoderm"
"cell_48344","ExE ectoderm"
"cell_48345","Nascent mesoderm"
"cell_48346","Rostral neurectoderm"
"cell_48347","Haematoendothelial progenitors"
"cell_48348","Def. endoderm"
"cell_48349","Caudal Mesoderm"
"cell_48350","Rostral neurectoderm"
"cell_48351","Blood progenitors 2"
"cell_48352","Haematoendothelial progenitors"
"cell_48353","ExE endoderm"
"cell_48354","ExE ectoderm"
"cell_48355","ExE endoderm"
"cell_48356","Epiblast"
"cell_48357","Mixed mesoderm"
"cell_48358","Haematoendothelial progenitors"
"cell_48359","Intermediate mesoderm"
"cell_48360","Somitic mesoderm"
"cell_48361",NA
"cell_48362","ExE endoderm"
"cell_48363",NA
"cell_48364","Rostral neurectoderm"
"cell_48365","ExE endoderm"
"cell_48366","Nascent mesoderm"
"cell_48367",NA
"cell_48368",NA
"cell_48369","ExE ectoderm"
"cell_48370","Pharyngeal mesoderm"
"cell_48371","Def. endoderm"
"cell_48372","ExE endoderm"
"cell_48373","Def. endoderm"
"cell_48374","ExE endoderm"
"cell_48375","ExE mesoderm"
"cell_48376","ExE ectoderm"
"cell_48377","Notochord"
"cell_48378","ExE ectoderm"
"cell_48379",NA
"cell_48380",NA
"cell_48381","Gut"
"cell_48382","ExE ectoderm"
"cell_48383","Epiblast"
"cell_48384","Mixed mesoderm"
"cell_48385","ExE ectoderm"
"cell_48386","ExE ectoderm"
"cell_48387","Mesenchyme"
"cell_48388","Blood progenitors 1"
"cell_48389","Haematoendothelial progenitors"
"cell_48390","Haematoendothelial progenitors"
"cell_48391","Rostral neurectoderm"
"cell_48392","ExE mesoderm"
"cell_48393","Gut"
"cell_48394","ExE endoderm"
"cell_48395","ExE endoderm"
"cell_48396","Rostral neurectoderm"
"cell_48397","Nascent mesoderm"
"cell_48398",NA
"cell_48399","ExE endoderm"
"cell_48400",NA
"cell_48401","Caudal epiblast"
"cell_48402","Caudal epiblast"
"cell_48403","Nascent mesoderm"
"cell_48404","Nascent mesoderm"
"cell_48405","Blood progenitors 2"
"cell_48406","Nascent mesoderm"
"cell_48407","ExE endoderm"
"cell_48408","Def. endoderm"
"cell_48409","ExE ectoderm"
"cell_48410","ExE endoderm"
"cell_48411","Mixed mesoderm"
"cell_48412",NA
"cell_48413",NA
"cell_48414","Intermediate mesoderm"
"cell_48415","ExE endoderm"
"cell_48416","ExE endoderm"
"cell_48417","ExE endoderm"
"cell_48418",NA
"cell_48419",NA
"cell_48420","Epiblast"
"cell_48421","Blood progenitors 1"
"cell_48422","ExE endoderm"
"cell_48423",NA
"cell_48424","PGC"
"cell_48425","Def. endoderm"
"cell_48426","ExE endoderm"
"cell_48427","Gut"
"cell_48428","Caudal epiblast"
"cell_48429","Blood progenitors 1"
"cell_48430","Mesenchyme"
"cell_48431",NA
"cell_48432","Blood progenitors 2"
"cell_48433","Epiblast"
"cell_48434","Def. endoderm"
"cell_48435","ExE ectoderm"
"cell_48436","ExE endoderm"
"cell_48437","Mixed mesoderm"
"cell_48438","Primitive Streak"
"cell_48439","Primitive Streak"
"cell_48440",NA
"cell_48441","Visceral endoderm"
"cell_48442","Paraxial mesoderm"
"cell_48443",NA
"cell_48444",NA
"cell_48445",NA
"cell_48446","Primitive Streak"
"cell_48447","ExE ectoderm"
"cell_48448","ExE ectoderm"
"cell_48449","ExE endoderm"
"cell_48450","ExE ectoderm"
"cell_48451","Rostral neurectoderm"
"cell_48452","ExE endoderm"
"cell_48453","ExE ectoderm"
"cell_48454",NA
"cell_48455","ExE ectoderm"
"cell_48456","Primitive Streak"
"cell_48457","Caudal neurectoderm"
"cell_48458","Nascent mesoderm"
"cell_48459","ExE endoderm"
"cell_48460","Caudal Mesoderm"
"cell_48461","Nascent mesoderm"
"cell_48462","ExE endoderm"
"cell_48463","Epiblast"
"cell_48464","Mixed mesoderm"
"cell_48465","ExE ectoderm"
"cell_48466",NA
"cell_48467","Mixed mesoderm"
"cell_48468","Rostral neurectoderm"
"cell_48469","Mesenchyme"
"cell_48470",NA
"cell_48471",NA
"cell_48472","Surface ectoderm"
"cell_48473","ExE endoderm"
"cell_48474","Mixed mesoderm"
"cell_48475","Rostral neurectoderm"
"cell_48476","Primitive Streak"
"cell_48477","ExE endoderm"
"cell_48478",NA
"cell_48479","Epiblast"
"cell_48480","Haematoendothelial progenitors"
"cell_48481","Paraxial mesoderm"
"cell_48482","Mesenchyme"
"cell_48483","Nascent mesoderm"
"cell_48484",NA
"cell_48485","ExE ectoderm"
"cell_48486","Nascent mesoderm"
"cell_48487","ExE endoderm"
"cell_48488",NA
"cell_48489","Blood progenitors 2"
"cell_48490","ExE endoderm"
"cell_48491","ExE mesoderm"
"cell_48492","Haematoendothelial progenitors"
"cell_48493",NA
"cell_48494","Gut"
"cell_48495","ExE ectoderm"
"cell_48496","Rostral neurectoderm"
"cell_48497",NA
"cell_48498","Nascent mesoderm"
"cell_48499","Blood progenitors 2"
"cell_48500","ExE endoderm"
"cell_48501","Anterior Primitive Streak"
"cell_48502",NA
"cell_48503","ExE ectoderm"
"cell_48504","Blood progenitors 2"
"cell_48505","ExE mesoderm"
"cell_48506",NA
"cell_48507","Nascent mesoderm"
"cell_48508","Pharyngeal mesoderm"
"cell_48509","ExE endoderm"
"cell_48510","Caudal epiblast"
"cell_48511",NA
"cell_48512","Epiblast"
"cell_48513","ExE ectoderm"
"cell_48514",NA
"cell_48515","ExE endoderm"
"cell_48516","Caudal neurectoderm"
"cell_48517","Caudal epiblast"
"cell_48518","Epiblast"
"cell_48519","Mesenchyme"
"cell_48520",NA
"cell_48521","Mixed mesoderm"
"cell_48522","Mixed mesoderm"
"cell_48523","Epiblast"
"cell_48524","ExE ectoderm"
"cell_48525",NA
"cell_48526","Caudal epiblast"
"cell_48527",NA
"cell_48528","Nascent mesoderm"
"cell_48529","ExE endoderm"
"cell_48530","Epiblast"
"cell_48531","Mesenchyme"
"cell_48532","Epiblast"
"cell_48533","ExE ectoderm"
"cell_48534","ExE endoderm"
"cell_48535","Epiblast"
"cell_48536",NA
"cell_48537",NA
"cell_48538","Rostral neurectoderm"
"cell_48539","Visceral endoderm"
"cell_48540","Mixed mesoderm"
"cell_48541","Caudal Mesoderm"
"cell_48542","Blood progenitors 2"
"cell_48543",NA
"cell_48544","Haematoendothelial progenitors"
"cell_48545","ExE endoderm"
"cell_48546","Intermediate mesoderm"
"cell_48547",NA
"cell_48548",NA
"cell_48549","Caudal epiblast"
"cell_48550","Blood progenitors 2"
"cell_48551","Paraxial mesoderm"
"cell_48552","Rostral neurectoderm"
"cell_48553","Caudal epiblast"
"cell_48554","Mixed mesoderm"
"cell_48555","ExE endoderm"
"cell_48556","Blood progenitors 2"
"cell_48557","Notochord"
"cell_48558","Primitive Streak"
"cell_48559",NA
"cell_48560","Rostral neurectoderm"
"cell_48561","ExE endoderm"
"cell_48562","Caudal epiblast"
"cell_48563","Nascent mesoderm"
"cell_48564","Rostral neurectoderm"
"cell_48565","Epiblast"
"cell_48566",NA
"cell_48567","ExE endoderm"
"cell_48568","Mixed mesoderm"
"cell_48569","Nascent mesoderm"
"cell_48570",NA
"cell_48571","Def. endoderm"
"cell_48572","ExE endoderm"
"cell_48573","Mesenchyme"
"cell_48574","Epiblast"
"cell_48575",NA
"cell_48576","Haematoendothelial progenitors"
"cell_48577","Epiblast"
"cell_48578",NA
"cell_48579","Mixed mesoderm"
"cell_48580","ExE ectoderm"
"cell_48581",NA
"cell_48582","Mesenchyme"
"cell_48583","Surface ectoderm"
"cell_48584","Haematoendothelial progenitors"
"cell_48585","Epiblast"
"cell_48586","ExE endoderm"
"cell_48587",NA
"cell_48588","Primitive Streak"
"cell_48589","ExE endoderm"
"cell_48590","Epiblast"
"cell_48591","ExE endoderm"
"cell_48592","Intermediate mesoderm"
"cell_48593","ExE endoderm"
"cell_48594","Somitic mesoderm"
"cell_48595","Epiblast"
"cell_48596","Paraxial mesoderm"
"cell_48597","Epiblast"
"cell_48598","ExE endoderm"
